user_location,date,text,sentiment,hour,minute,Date,refined text,lowercase text,non-punctuated text,non-extraspace text,tokenized text,non-stopwords text,stemmed text
USA🇺🇸,2020-12-12 12:16:00,"FACT SHEET FOR RECIPIENTS AND CAREGIVERS

#PfizerBioNTech 
#CovidVaccine 

https://t.co/V0mn08VTwj",NEU,12,16,2020-12-12,"FACT SHEET FOR RECIPIENTS AND CAREGIVERS

 
 

","fact sheet for recipients and caregivers

 
 

",fact sheet for recipients and caregivers       ,fact sheet for recipients and caregivers,"['fact', 'sheet', 'for', 'recipients', 'and', 'caregivers']","['fact', 'sheet', 'recipients', 'caregivers']","['fact', 'sheet', 'recipi', 'caregiv']"
No Location,2020-12-12 12:12:00,#CovidVaccine #Pfizer-BioNTech COVID-19 #PfizerBioNTech #COVID19 #CapeTown https://t.co/uCpwv0S4nl,NEU,12,12,2020-12-12,  COVID-19    ,  covid-19    ,  covid       ,covid,['covid'],['covid'],['covid']
"London, England",2020-12-12 11:59:00,"Trump announces #vaccine rollout 'in less than 24 hours'

The first Americans will be vaccinated against… https://t.co/6379SZjNQi",NEU,11,59,2020-12-12,"Trump announces  rollout 'in less than 24 hours'

The first Americans will be vaccinated against… ","trump announces  rollout 'in less than 24 hours'

the first americans will be vaccinated against… ",trump announces  rollout  in less than    hours   the first americans will be vaccinated against  ,trump announces rollout in less than hours the first americans will be vaccinated against,"['trump', 'announces', 'rollout', 'in', 'less', 'than', 'hours', 'the', 'first', 'americans', 'will', 'be', 'vaccinated', 'against']","['trump', 'announces', 'rollout', 'less', 'hours', 'first', 'americans', 'vaccinated']","['trump', 'announc', 'rollout', 'less', 'hour', 'first', 'american', 'vaccin']"
Egypt,2020-12-12 11:55:00,"#FDA authorizes #PfizerBioNTech #coronavirus vaccine for emergency use
https://t.co/VZ6bDPbbPG",NEU,11,55,2020-12-12," authorizes   vaccine for emergency use
"," authorizes   vaccine for emergency use
", authorizes   vaccine for emergency use ,authorizes vaccine for emergency use,"['authorizes', 'vaccine', 'for', 'emergency', 'use']","['authorizes', 'vaccine', 'emergency', 'use']","['author', 'vaccin', 'emerg', 'use']"
America,2020-12-20 08:15:00,"When The #CovidVaccine 
Poisons Enough Of The LEFT With ""Side Effects"" Like #BellsPalsy Or ☠️ As They Are Flocking… https://t.co/mGNvf2XT8i",NEG,8,15,2020-12-20,"When The  
Poisons Enough Of The LEFT With ""Side Effects"" Like  Or ☠️ As They Are Flocking… ","when the  
poisons enough of the left with ""side effects"" like  or ☠️ as they are flocking… ",when the   poisons enough of the left with  side effects  like  or    as they are flocking  ,when the poisons enough of the left with side effects like or as they are flocking,"['when', 'the', 'poisons', 'enough', 'of', 'the', 'left', 'with', 'side', 'effects', 'like', 'or', 'as', 'they', 'are', 'flocking']","['poisons', 'enough', 'left', 'side', 'effects', 'like', 'flocking']","['poison', 'enough', 'left', 'side', 'effect', 'like', 'flock']"
No Location,2020-12-19 14:31:00,@realDonaldTrump Dairy dose of dumbsville by #DonTheCon #GrifterInChief #TrumpForPrison #TrumpCrimeFamily #COVID… https://t.co/gyiCvTuMOP,NEG,14,31,2020-12-19, Dairy dose of dumbsville by      , dairy dose of dumbsville by      , dairy dose of dumbsville by      ,dairy dose of dumbsville by,"['dairy', 'dose', 'of', 'dumbsville', 'by']","['dairy', 'dose', 'dumbsville']","['dairi', 'dose', 'dumbsvil']"
No Location,2020-12-19 03:00:00,The US #FDA has approved two #coronavirus vaccines: #PfizerBioNTech &amp; #Moderna. Over 200 #vaccines are being develo… https://t.co/6lboJqT9mn,NEU,3,0,2020-12-19,The US  has approved two  vaccines:  &amp;  Over 200  are being develo… ,the us  has approved two  vaccines:  &amp;  over 200  are being develo… ,the us  has approved two  vaccines    amp   over      are being develo  ,the us has approved two vaccines amp over are being develo,"['the', 'us', 'has', 'approved', 'two', 'vaccines', 'amp', 'over', 'are', 'being', 'develo']","['us', 'approved', 'two', 'vaccines', 'amp', 'develo']","['us', 'approv', 'two', 'vaccin', 'amp', 'develo']"
The European Union,2020-12-18 11:11:00,"As @EMA_News gets set to approve #PfizerBioNTech #vaccine, roll-out preparations pick up pace across #EU. Meanwhile… https://t.co/uWiv1SypWg",NEU,11,11,2020-12-18,As  gets set to approve   roll-out preparations pick up pace across  Meanwhile… ,as  gets set to approve   roll-out preparations pick up pace across  meanwhile… ,as  gets set to approve   roll out preparations pick up pace across  meanwhile  ,as gets set to approve roll out preparations pick up pace across meanwhile,"['as', 'gets', 'set', 'to', 'approve', 'roll', 'out', 'preparations', 'pick', 'up', 'pace', 'across', 'meanwhile']","['gets', 'set', 'approve', 'roll', 'preparations', 'pick', 'pace', 'across', 'meanwhile']","['get', 'set', 'approv', 'roll', 'prepar', 'pick', 'pace', 'across', 'meanwhil']"
America,2020-12-18 06:38:00,"COVID-19: News and updates
public questioned whether he actually received the shot.
Video footage appeared to show… https://t.co/lBc2PJ2b9l",NEU,6,38,2020-12-18,"COVID-19: News and updates
public questioned whether he actually received the shot.
Video footage appeared to show… ","covid-19: news and updates
public questioned whether he actually received the shot.
video footage appeared to show… ",covid     news and updates public questioned whether he actually received the shot  video footage appeared to show  ,covid news and updates public questioned whether he actually received the shot video footage appeared to show,"['covid', 'news', 'and', 'updates', 'public', 'questioned', 'whether', 'he', 'actually', 'received', 'the', 'shot', 'video', 'footage', 'appeared', 'to', 'show']","['covid', 'news', 'updates', 'public', 'questioned', 'whether', 'actually', 'received', 'shot', 'video', 'footage', 'appeared', 'show']","['covid', 'news', 'updat', 'public', 'question', 'whether', 'actual', 'receiv', 'shot', 'video', 'footag', 'appear', 'show']"
No Location,2020-12-16 15:15:00,Tragedy. Another life taken by corporate greed and the evil pharmaceutical companies. #vaccination #vaccine… https://t.co/1YcShyQpR6,NEG,15,15,2020-12-16,Tragedy. Another life taken by corporate greed and the evil pharmaceutical companies.   ,tragedy. another life taken by corporate greed and the evil pharmaceutical companies.   ,tragedy  another life taken by corporate greed and the evil pharmaceutical companies    ,tragedy another life taken by corporate greed and the evil pharmaceutical companies,"['tragedy', 'another', 'life', 'taken', 'by', 'corporate', 'greed', 'and', 'the', 'evil', 'pharmaceutical', 'companies']","['tragedy', 'another', 'life', 'taken', 'corporate', 'greed', 'evil', 'pharmaceutical', 'companies']","['tragedi', 'anoth', 'life', 'taken', 'corpor', 'greed', 'evil', 'pharmaceut', 'compani']"
India | USA,2020-12-14 23:48:00,"I’ve never been so excited to get a vaccine 💉💉💉

#CovidVaccine #PfizerBioNTech #VaccinesSaveLives #VaccinesWork https://t.co/tCylgwmUO3",POS,23,48,2020-12-14,"I’ve never been so excited to get a vaccine 💉💉💉

    ","i’ve never been so excited to get a vaccine 💉💉💉

    ",i ve never been so excited to get a vaccine          ,i ve never been so excited to get a vaccine,"['i', 've', 'never', 'been', 'so', 'excited', 'to', 'get', 'a', 'vaccine']","['never', 'excited', 'get', 'vaccine']","['never', 'excit', 'get', 'vaccin']"
"Wales, United Kingdom",2020-12-14 23:14:00,Building on last week’s ‘trial’ run and extending our vaccination 💉 programme this week . So much effort going on b… https://t.co/Wsaup80aFs,NEU,23,14,2020-12-14,Building on last week’s ‘trial’ run and extending our vaccination 💉 programme this week . So much effort going on b… ,building on last week’s ‘trial’ run and extending our vaccination 💉 programme this week . so much effort going on b… ,building on last week s  trial  run and extending our vaccination   programme this week   so much effort going on b  ,building on last week s trial run and extending our vaccination programme this week so much effort going on b,"['building', 'on', 'last', 'week', 's', 'trial', 'run', 'and', 'extending', 'our', 'vaccination', 'programme', 'this', 'week', 'so', 'much', 'effort', 'going', 'on', 'b']","['building', 'last', 'week', 'trial', 'run', 'extending', 'vaccination', 'programme', 'week', 'much', 'effort', 'going', 'b']","['build', 'last', 'week', 'trial', 'run', 'extend', 'vaccin', 'programm', 'week', 'much', 'effort', 'go', 'b']"
"Medford, OR",2020-12-14 23:13:00,"The first COVID-19 vaccine doses have arrived in Oregon.  

Watch #MorningsontheDove from 6am -9am tomorrow for det… https://t.co/eNy64xR7KX",NEU,23,13,2020-12-14,"The first COVID-19 vaccine doses have arrived in Oregon.  

Watch  from 6am -9am tomorrow for det… ","the first covid-19 vaccine doses have arrived in oregon.  

watch  from 6am -9am tomorrow for det… ",the first covid    vaccine doses have arrived in oregon     watch  from  am   am tomorrow for det  ,the first covid vaccine doses have arrived in oregon watch from am am tomorrow for det,"['the', 'first', 'covid', 'vaccine', 'doses', 'have', 'arrived', 'in', 'oregon', 'watch', 'from', 'am', 'am', 'tomorrow', 'for', 'det']","['first', 'covid', 'vaccine', 'doses', 'arrived', 'oregon', 'watch', 'tomorrow', 'det']","['first', 'covid', 'vaccin', 'dose', 'arriv', 'oregon', 'watch', 'tomorrow', 'det']"
"London, UK",2020-12-14 23:00:00,#Iran has told the World Health Organization it does not intend to import the #PfizerBioNTech Covid-19 #vaccine bec… https://t.co/sJM874Mkc7,NEU,23,0,2020-12-14, has told the World Health Organization it does not intend to import the  Covid-19  bec… , has told the world health organization it does not intend to import the  covid-19  bec… , has told the world health organization it does not intend to import the  covid     bec  ,has told the world health organization it does not intend to import the covid bec,"['has', 'told', 'the', 'world', 'health', 'organization', 'it', 'does', 'not', 'intend', 'to', 'import', 'the', 'covid', 'bec']","['told', 'world', 'health', 'organization', 'intend', 'import', 'covid', 'bec']","['told', 'world', 'health', 'organ', 'intend', 'import', 'covid', 'bec']"
"Los Angeles, CA",2020-12-14 22:55:00,Concerned about the side effects of the #PfizerBioNTech #COVID19 vaccine?  Check out my recap 👇🏼 https://t.co/P6yfRwS3Fq,NEU,22,55,2020-12-14,Concerned about the side effects of the   vaccine?  Check out my recap 👇🏼 ,concerned about the side effects of the   vaccine?  check out my recap 👇🏼 ,concerned about the side effects of the   vaccine   check out my recap    ,concerned about the side effects of the vaccine check out my recap,"['concerned', 'about', 'the', 'side', 'effects', 'of', 'the', 'vaccine', 'check', 'out', 'my', 'recap']","['concerned', 'side', 'effects', 'vaccine', 'check', 'recap']","['concern', 'side', 'effect', 'vaccin', 'check', 'recap']"
"Chicago, IL",2020-12-14 22:41:00,"Such a great feeling. A big thank you to all the healthcare professionals; scientists, nurses, doctors, caregivers.… https://t.co/tR4DUVl5Ud",POS,22,41,2020-12-14,"Such a great feeling. A big thank you to all the healthcare professionals; scientists, nurses, doctors, caregivers.… ","such a great feeling. a big thank you to all the healthcare professionals; scientists, nurses, doctors, caregivers.… ",such a great feeling  a big thank you to all the healthcare professionals  scientists  nurses  doctors  caregivers   ,such a great feeling a big thank you to all the healthcare professionals scientists nurses doctors caregivers,"['such', 'a', 'great', 'feeling', 'a', 'big', 'thank', 'you', 'to', 'all', 'the', 'healthcare', 'professionals', 'scientists', 'nurses', 'doctors', 'caregivers']","['great', 'feeling', 'big', 'thank', 'healthcare', 'professionals', 'scientists', 'nurses', 'doctors', 'caregivers']","['great', 'feel', 'big', 'thank', 'healthcar', 'profession', 'scientist', 'nurs', 'doctor', 'caregiv']"
"LI, NYC, NJ, PA, NE, USA",2020-12-14 22:32:00,"Members of the @teamsters delivered the first #COVID19Vaccine this morning
#teamsters
#UPS
#COVID19 
#Pfizer… https://t.co/Ms3N1s9OES",NEU,22,32,2020-12-14,"Members of the  delivered the first  this morning


 
 ","members of the  delivered the first  this morning


 
 ",members of the  delivered the first  this morning      ,members of the delivered the first this morning,"['members', 'of', 'the', 'delivered', 'the', 'first', 'this', 'morning']","['members', 'delivered', 'first', 'morning']","['member', 'deliv', 'first', 'morn']"
"Seattle, WA",2020-12-14 22:25:00,Getting my first dose of the #PfizerBioNTech #CovidVaccine next weekend and seeing this #UNBOXING just made it so r… https://t.co/Y6Bqj5KRFR,NEU,22,25,2020-12-14,Getting my first dose of the   next weekend and seeing this  just made it so r… ,getting my first dose of the   next weekend and seeing this  just made it so r… ,getting my first dose of the   next weekend and seeing this  just made it so r  ,getting my first dose of the next weekend and seeing this just made it so r,"['getting', 'my', 'first', 'dose', 'of', 'the', 'next', 'weekend', 'and', 'seeing', 'this', 'just', 'made', 'it', 'so', 'r']","['getting', 'first', 'dose', 'next', 'weekend', 'seeing', 'made', 'r']","['get', 'first', 'dose', 'next', 'weekend', 'see', 'made', 'r']"
Ontario,2020-12-14 22:11:00,Will you be taking the COVID-19 vaccine once available to you? #COVID19 #Pfizer #BioNTech #vaccine #PfizerBioNTech… https://t.co/bl7IiCeCCU,NEU,22,11,2020-12-14,Will you be taking the COVID-19 vaccine once available to you?      ,will you be taking the covid-19 vaccine once available to you?      ,will you be taking the covid    vaccine once available to you       ,will you be taking the covid vaccine once available to you,"['will', 'you', 'be', 'taking', 'the', 'covid', 'vaccine', 'once', 'available', 'to', 'you']","['taking', 'covid', 'vaccine', 'available']","['take', 'covid', 'vaccin', 'avail']"
